question_id,topic,difficulty,is_active,question_text,reference_law,reference_book,feedback,image,total_options,correct_option_indexes,option_1_text,option_1_is_correct,option_2_text,option_2_is_correct,option_3_text,option_3_is_correct,option_4_text,option_4_is_correct,option_5_text,option_5_is_correct,option_6_text,option_6_is_correct
150,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Antes de adelantar  a un vehículo de gran tamaño usted debería mantenerse suficientemente atrás de él. ¿Por qué?,Maniobra de adelantamiento,,"Usted debe mantenerse suficientemente atrás de un vehículo de gran tamaño principalmente para tener una mejor visión hacia adelante, por sobre o por los costados del vehículo que desea adelantar. Estar muy cerca del camión o bus le impide ver con anticipación si:
Viene un vehículo en sentido contrario.
Existen obstáculos en la vía.
Hay señales de tránsito o curvas próximas.
Además, mantener esta distancia permite que el conductor del vehículo grande pueda verlo a usted a través de sus espejos retrovisores, eliminando parte del punto ciego trasero.",,4,1,Para tener una mejor visual hacia adelante sobre la vía.,si,Para tener espacio suficiente que le permita acelerar y adelantar en las curvas.,no,Para tener espacio suficiente en caso que el vehículo se detenga y retroceda,no,Para poder ver mejor las señales que le pueda hacer su conductor.,no,,,,
151,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Por qué adelantar a un camión es más arriesgado que adelantar a un auto?,Sobrepaso de camiones,,"Usted debe mantenerse suficientemente atrás de un vehículo de gran tamaño principalmente para tener una mejor visión hacia adelante, por sobre o por los costados del vehículo que desea adelantar. Estar muy cerca del camión o bus le impide ver con anticipación si:
Viene un vehículo en sentido contrario.
Existen obstáculos en la vía.
Hay señales de tránsito o curvas próximas.
Además, mantener esta distancia permite que el conductor del vehículo grande pueda verlo a usted a través de sus espejos retrovisores, eliminando parte del punto ciego trasero.",,4,2,Porque los camiones pueden detenerse sorpresivamente.,no,Porque los camiones son más largos que los autos.,si,Porque los frenos de los camiones no son tan buenos.,no,Porque los camiones suben las pendientes mas lentamente.,no,,,,
152,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Usted está a punto de adelantar a un vehículo pesado. ¿Que debería hacer?,Maniobra de adelantamiento,,"Al estar a punto de adelantar a un vehículo pesado, usted debería:
Mantener una distancia suficiente hacia atrás: Esto le permite tener un campo visual más amplio de la carretera adelante.
Asegurarse de que el conductor lo vea: Manténgase en una posición donde sea visible en los espejos retrovisores del camión o bus.
Verificar que tiene espacio suficiente: Recuerde que, al ser un vehículo largo, la maniobra tomará más tiempo y requerirá mucha más pista despejada.
Tener cuidado con el viento: Esté preparado para sentir una fuerza lateral de aire (succión o empuje) al momento de pasar al lado del vehículo pesado.
",,4,2,Tocar la bocina para advertirle al conductor que usted esta ahí.,no,Mantenerse bien atrás del vehículo para tener mayor visual.,si,Conducir cerca del vehículo con el propósito de adelantarlo rápidamente.,no,Encender y apagar sus luces y esperar hasta que el conductor le avise que es seguro adelantar.,no,,,,
153,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"Usted va conduciendo de día por una vía rural. La calzada tiene pavimento en buen estado y tránsito bidireccional. a monos que alguna señal le indique otra cosa, usted no debe exceder los...",Velocidad legal y segura,,"A menos que alguna señal le indique lo contrario, la velocidad máxima permitida en una vía rural para un vehículo liviano es de 100 km/h. Es importante recordar que si la vía tuviera dos o más pistas por sentido, el límite aumentaría a 120 km/h, pero en este caso, al ser bidireccional (una pista por sentido), el máximo es 100 km/h.

¿Sabías que para los buses, camiones y vehículos de transporte escolar, la velocidad máxima en estas vías siempre es de 90 km/h",,4,3,50 km/h,no,90 km/h,no,100 km/h,si,120 km/h,no,,,,
154,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"Usted va conduciendo en la ciudad por una calle con dos pistas en sentido único de tránsito. A menos que alguna señal le indique otra cosa, usted no debe exceder los...",Velocidad legal y segura,,"A menos que alguna señal indique lo contrario, la velocidad máxima permitida en zona urbana (50 km/h) para todo tipo de vehículos es de .Esta norma rige tanto para calles de sentido único como bidireccionales, buscando proteger a los usuarios más vulnerables de la vía, como peatones y ciclistas.",,4,2,30 km/h,no,50 km/h,si,60 km/h,no,80 km/h,no,,,,
155,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"Como norma general, antes de tomar una curva cerrada, usted debe...",Riesgos del entorno vial,,"De acuerdo con el Libro del Nuevo Conductor de la CONASET, la norma general antes de tomar una curva cerrada es:Disminuir la velocidad y, si es necesario, reducir a una marcha más baja. Hacer esto antes de entrar en la curva es fundamental por las siguientes razones:
Estabilidad: Permite que el vehículo mantenga una mejor tracción y evita que la fuerza centrífuga lo empuje hacia afuera del camino.
Control: Te da un mayor margen de maniobra para reaccionar ante imprevistos dentro de la curva (como un obstáculo o un peatón).
Tracción: Una vez dentro de la curva, debes mantener una aceleración suave y constante para ayudar a que las ruedas se agarren mejor al pavimento.
",,4,4,acelerar para salir cuanto antes de ella.,no,acelerar luego reducir mientras vaya saliendo de ella.,no,"reducir la velocidad, pero sólo si la calzada está mojada.",no,"reducir la velocidad, para luego acelerar gradualmente mientras la va recorriendo.",si,,,,
156,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿En cuál o cuales situaciones está mal estacionado?,Lugares y reglas de estacionamiento,,,questions/p-156.png,4,"1, 2",a,si,B,si,c,no,d,no,,,,
157,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿En cuál o cuáles de las siguientes situaciones el conductor se ha detenido correctamente para recoger un pasajero?,Protección de ocupantes,,,questions/p-157.png,4,"2, 4",a,no,B,si,c,no,d,si,,,,
158,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Por una emergencia usted requiere estacionar de noche en una carretera sin alumbrado y con buenas bermas. ¿Cuál o Cuáles de las siguientes afirmaciones es(son) Verdadera(S)? Marque la o las correctas.,Detención de emergencia,,"En esta situación de emergencia durante la noche, usted debe realizar las siguientes acciones para garantizar su seguridad y la de los demás:
Estacionar completamente sobre la berma: Asegúrese de que ninguna parte del vehículo quede sobre la calzada (pista de circulación).
Mantener encendidas las luces de posición: Esto permite que su vehículo sea visible para los conductores que vienen a distancia.
Encender las luces de advertencia de peligro (intermitentes): Para indicar que se trata de una emergencia o falla técnica.
Instalar los triángulos de preseñalización: Uno atrás y otro adelante (en vías bidireccionales), a una distancia que permita a los demás conductores reaccionar a tiempo.
Usar chaleco reflectante: Antes de descender del vehículo, para ser visible si debe caminar por la berma.

¿Sabía que en carreteras de alta velocidad, se recomienda colocar el triángulo trasero a una distancia de entre 50 y 100 metros del vehículo?",,4,"2, 3",Usted debe estacionar al costado izquierdo enfrentando la circulación.,no,Mientras el vehículo esté estacionado usted debe mantener encendidas sus luces de estacionamiento.,si,Usted debe estacionar al costado derecho y de modo que todo el vehículo quede sobre la berma.,si,No está permitido estacionar en la berma.,no,,,,
159,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿En cuál o cuáles de estos lugares podría el estacionamiento de su vehículo causar daño u obstrucción a otros usuarios de la vía? Marque la o las,Lugares y reglas de estacionamiento,,"El estacionamiento de un vehículo podría causar daño u obstrucción en los siguientes lugares (típicos de esta pregunta de examen):
En o al lado de un paso de peatones.
En una curva o cerca de ella.
En la cima de una cuesta o pendiente.
Frente a la entrada de un garaje o entrada de autos.
En un lugar donde oculte una señal de tránsito a los demás conductores.
En doble fila (al lado de otro vehículo ya estacionado).
Estas situaciones no solo obstruyen la fluidez del tránsito, sino que reducen peligrosamente la visibilidad y obligan a otros usuarios a realizar maniobras riesgosas.

",,4,"1, 2, 3",Frente a una entrada de autos de una propiedad.,si,En o al llegar a una parada de locomoción colectiva.,si,En un paso de peatones.,si,En un espacio delimitado para estacionar.,no,,,,
160,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿En qué circunstancias usted se detendría justo sobre un cruce cebra existente a mitad de cuadra?,Paso peatonal,,"Usted nunca debería detenerse justo sobre un cruce cebra, bajo ninguna circunstancia. Aunque exista congestión vehicular, usted debe mantener el cruce despejado para permitir el paso de los peatones. La regla es: no avanzar hacia el cruce si no tiene espacio suficiente al otro lado para que su vehículo quede completamente fuera de la zona de paso peatonal.",,4,4,En ningún momento.,no,Cuando no hay peatones esperando cruzar.,no,Durante la noche.,no,Cuando ello sea necesario para evitar un accidente.,si,,,,
161,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"Como regla general, ¿en cuál o cuáles de los siguientes lugares usted no debe estacionar?",Lugares y reglas de estacionamiento,,"Como regla general, los lugares donde está prohibido estacionar incluyen:
En cruces e intersecciones: O a menos de 10 metros de ellos.
En pasos para peatones (pasos cebra): O sobre veredas y aceras.
Frente a puertas de garajes: Casas particulares o establecimientos comerciales.
En paradas de transporte público: O a menos de 20 metros de ellas.
En curvas y pendientes: Donde la visibilidad sea reducida.
Donde existan señales oficiales: Que prohíban expresamente estacionar o detenerse.
En puentes, túneles y estructuras elevadas.
A menos de 5 metros de un grifo: De incendio.
",,6,"3, 5, 6",En una parada de buses.,no,Al costado derecho de una vía urbana.,no,Al lado de un bandejon central.,si,En una vía inclinada levemente.,no,En una curva.,si,Frente a una entrada de autos de una casa particular.,si
162,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿Cual o cuáles de las siguientes afirmaciones es(son) correcta(S) tratándose de una vía urbana sin señales que prohíban o autoricen el estacionamiento. Marque la o las correctas.,Lugares y reglas de estacionamiento,,,,4,3,Usted puede detenerse en doble fila sólo por el tiempo necesario para que bajen pasajeros de su auto.,no,Usted puede detenerse al costado de un bandejón central para permitir la subida de pasajeros a su vehículo.,no,"Al estacionar, usted debe hacerlo al costado derecho y preocupándose de dejar una distancia de a lo menos 10 metros entre su vehículo y la esquina.",si,Usted puede estacionar al costado derecho y a 5 metros de la esquina si el cruce se encuentra semaforizado.,no,,,,
163,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,Usted va a dejar su vehículo estacionado. ¿En qué caso puede dejarlo con el motor funcionando?,Lugares y reglas de estacionamiento,,"Usted nunca debe dejar su vehículo estacionado con el motor funcionando. Según la normativa de tránsito, al estacionar y abandonar el vehículo, el conductor debe detener el motor, retirar la llave de contacto y dejar puesto el freno de mano. Dejar el motor encendido sin vigilancia es peligroso y está prohibido por ley.

",,4,1,En ningún caso.,si,Si va a estar estacionado menos de 5 minutos.,no,Si la batería está descargada.,no,Si en el vehículo va a permanecer una persona.,no,,,,
164,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,"En una vía urbana de sentido único de tránsito, sin señalización que permita o prohíba el estacionamiento,¿a que lado puedo estacionar?",Lugares y reglas de estacionamiento,,"En una vía urbana de sentido único, la regla general es que usted debe estacionar al lado derecho en el sentido del tránsito. Solo podrá estacionar al lado izquierdo si existe una señalización oficial que lo permita expresamente.",,4,3,A ambos lados.,no,"En ninguno, porque no hay señales que lo permitan.",no,Sólo al lado derecho según el sentido del tránsito.,si,Sólo al lado izquierdo según el sentido del tránsito.,no,,,,
165,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿En cuáles 3 de las siguientes ocasiones debe detener siempre su vehículo?,Señales y demarcaciones,,,,5,"1, 3, 5",Al verse involucrado en un accidente.,si,Al enfrentar una señal CEDA EL PASO.,no,Al enfrentar una luz roja de un semáforo.,si,Ante un cruce cebra en el que no hay peatones cruzando ni esperando para cruzar.,no,Cuando un Carabinero se lo solicita.,si,,
166,LIBRO PARA LA CONDUCCIÓN EN CHILE(CONASET),1,si,¿A cuántos metros de una esquina es lo más cerca que usted puede estacionar?,Lugares y reglas de estacionamiento,,Lo más cerca que puedes estacionar de una esquina es a 10 metros. Esta distancia se mide desde la línea de edificación proyectada y tiene como objetivo no obstruir la visibilidad de los conductores que se aproximan a la intersección ni dificultar el giro de vehículos grandes,questions/p-166.png,4,2,5 metros,no,10 metros,si,12 metros,no,15 metros,no,,,,
